sample_id,holeid,from_m,to_m,x,y,z,depth_m,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1
S02192,SYN-018,127.0,128.5,0.14,-242.45,127.75,127.75,94.09,0.89,33.79,5.33,13.05,3.17,3.92,0.0,6.56,5.92,2.1,0.75,6.42,7.05,0.0,None,WhiteMica
S02193,SYN-018,128.5,130.5,0.5,-244.11,129.5,129.5,7.94,30.93,27.8,7.75,0.0,0.0,21.14,1.21,0.0,0.92,0.0,0.0,0.32,5.58,0.0,None,Chlorite
S02194,SYN-018,130.5,132.5,0.92,-246.02,131.5,131.5,6.66,30.92,22.26,5.93,2.82,0.0,29.68,0.0,3.73,0.56,0.0,0.0,3.52,0.88,5.59,None,Chlorite
S02195,SYN-018,132.5,134.0,1.28,-247.68,133.25,133.25,41.9,59.07,6.55,6.64,0.4,2.9,15.46,0.0,0.0,0.0,3.74,1.35,1.42,0.44,3.62,None,Chlorite
S02196,SYN-018,134.0,135.5,1.59,-249.11,134.75,134.75,5.68,64.21,12.66,6.98,0.0,3.34,20.37,2.76,1.14,29.57,0.0,1.84,0.0,0.66,2.17,None,Chlorite
S02197,SYN-018,135.5,137.0,1.89,-250.54,136.25,136.25,72.01,3.51,2.43,3.55,3.84,4.67,1.54,0.0,4.95,1.1,0.0,3.15,4.35,0.4,1.02,None,WhiteMica
S02198,SYN-018,137.0,138.5,2.2,-251.97,137.75,137.75,7.8,35.94,16.78,11.52,3.26,2.09,21.67,0.41,0.86,2.42,0.33,2.91,1.01,0.0,7.37,None,Chlorite
S02199,SYN-018,138.5,140.0,2.51,-253.4,139.25,139.25,32.53,5.67,0.0,0.96,8.46,39.14,6.33,3.32,5.82,0.0,2.53,0.0,6.26,33.49,3.58,Hematite,Dickite
S02200,SYN-018,140.0,141.5,2.82,-254.82,140.75,140.75,2.28,42.68,11.84,8.73,0.95,0.0,19.94,22.42,2.16,0.64,3.24,2.58,1.47,0.96,4.3,None,Chlorite
S02201,SYN-018,141.5,143.0,3.13,-256.25,142.25,142.25,2.84,34.81,34.24,6.17,0.0,0.87,9.93,0.0,0.0,2.62,0.26,1.8,0.96,1.92,5.04,None,Chlorite
S02202,SYN-018,143.0,145.0,3.49,-257.92,144.0,144.0,0.0,26.92,12.53,2.71,3.3,1.91,39.99,0.22,0.0,2.23,4.79,0.0,0.0,0.74,4.07,None,Montmor
S02203,SYN-018,145.0,147.0,3.9,-259.82,146.0,146.0,20.65,26.98,15.69,13.52,0.21,0.0,19.49,6.24,1.58,2.17,2.21,6.2,4.78,2.14,1.89,None,Chlorite
S02204,SYN-018,147.0,148.0,4.21,-261.25,147.5,147.5,3.91,23.58,11.68,5.67,0.0,0.0,0.0,0.0,3.27,0.49,28.53,5.02,1.81,0.34,2.5,None,Diaspore
S02205,SYN-018,148.0,149.5,4.47,-262.44,148.75,148.75,3.56,33.6,17.67,7.53,3.46,0.83,24.95,0.0,0.89,28.58,1.78,2.42,0.0,0.39,4.62,None,Chlorite
S02206,SYN-018,149.5,150.5,4.73,-263.63,150.0,150.0,6.9,25.85,25.95,15.7,0.0,4.16,34.42,0.0,0.88,2.13,5.6,4.39,1.71,23.57,5.22,Hematite,Montmor
S02207,SYN-018,150.5,152.0,4.98,-264.82,151.25,151.25,4.85,35.87,16.83,5.77,8.61,1.76,19.04,19.33,0.0,0.0,1.85,1.17,2.47,0.0,5.64,None,Chlorite
S02208,SYN-018,152.0,153.5,5.29,-266.25,152.75,152.75,66.14,0.0,3.9,1.43,21.21,3.1,6.53,0.2,9.86,1.51,0.8,0.0,4.22,9.79,1.01,None,WhiteMica
S02209,SYN-018,153.5,154.5,5.55,-267.44,154.0,154.0,2.13,15.29,14.42,7.01,21.36,0.0,30.29,2.93,2.49,8.45,2.55,0.0,0.0,0.0,3.46,None,Montmor
S02210,SYN-018,154.5,156.5,5.86,-268.87,155.5,155.5,12.87,29.85,8.27,8.84,0.0,0.7,16.03,2.22,2.67,0.0,2.4,3.53,0.0,0.0,0.99,None,Chlorite
S02211,SYN-018,156.5,158.0,6.22,-270.53,157.25,157.25,5.9,47.56,24.7,2.22,5.45,11.31,9.53,1.56,0.93,0.0,13.31,0.0,3.51,0.0,2.7,None,Chlorite
S02212,SYN-018,158.0,160.0,6.58,-272.2,159.0,159.0,3.08,25.17,14.97,1.8,0.92,0.17,22.53,0.0,0.0,2.49,0.0,6.48,1.6,1.02,2.36,None,Chlorite
S02213,SYN-018,160.0,161.0,6.89,-273.63,160.5,160.5,4.19,51.22,14.66,18.75,1.7,3.01,29.36,0.72,1.4,3.02,2.2,0.0,1.61,0.0,2.98,None,Chlorite
S02214,SYN-018,161.0,162.0,7.09,-274.58,161.5,161.5,5.53,30.06,16.39,38.85,2.02,0.0,9.02,0.21,1.61,0.0,4.87,4.85,0.0,4.45,5.31,None,Epidote
S02215,SYN-018,162.0,163.5,7.35,-275.77,162.75,162.75,5.53,27.29,15.08,8.48,13.54,4.49,0.0,1.19,1.1,0.0,2.73,6.01,0.0,0.0,0.87,None,Chlorite
S02216,SYN-018,163.5,164.5,7.61,-276.96,164.0,164.0,9.52,29.47,13.11,4.48,0.0,6.67,27.58,1.64,0.0,1.32,25.01,0.0,0.0,2.79,7.9,None,Chlorite
S02217,SYN-019,0.0,1.5,-4.57,-173.13,0.75,0.75,7.93,1.64,0.0,8.46,7.2,0.0,1.24,12.14,18.77,3.46,5.62,4.04,11.65,33.37,14.84,Hematite,Gypsum
S02218,SYN-019,1.5,3.5,-3.85,-171.87,2.5,2.5,6.3,2.75,17.77,2.88,3.53,4.78,0.0,24.51,7.17,0.0,4.22,6.27,11.8,78.5,21.67,Hematite,Alunite
S02219,SYN-019,3.5,4.5,-3.23,-170.8,4.0,4.0,8.66,3.05,0.0,3.94,12.91,0.61,1.12,21.53,8.64,4.84,0.0,2.02,0.0,14.14,43.92,Goethite,Alunite
S02220,SYN-019,4.5,5.5,-2.82,-170.08,5.0,5.0,4.36,0.0,0.62,21.41,5.94,5.4,0.0,9.67,6.15,2.7,4.55,0.0,18.46,48.74,17.09,Hematite,Epidote
S02221,SYN-019,5.5,7.0,-2.3,-169.19,6.25,6.25,11.76,0.32,1.29,2.11,20.56,0.0,0.0,8.62,16.85,3.94,0.82,2.09,19.41,67.93,33.97,Hematite,Kaolinite
S02222,SYN-019,7.0,8.5,-1.69,-168.11,7.75,7.75,8.2,0.0,0.0,1.6,7.15,5.33,0.69,38.28,0.0,82.54,25.88,9.67,11.61,6.31,6.12,None,Pyrophyllite
S02223,SYN-019,8.5,10.0,-1.07,-167.04,9.25,9.25,0.86,0.06,1.58,0.0,41.92,0.85,3.11,12.57,16.01,0.45,0.0,4.75,28.16,19.09,42.0,Goethite,Kaolinite
S02224,SYN-019,10.0,11.5,-0.45,-165.96,10.75,10.75,1.72,0.8,0.0,0.37,9.04,1.42,0.9,4.67,12.12,1.17,0.0,0.44,14.96,43.27,18.0,Hematite,Water_silica
S02225,SYN-019,11.5,13.5,0.27,-164.71,12.5,12.5,10.73,3.13,2.96,2.46,2.51,0.0,0.59,5.61,42.93,3.57,4.61,0.0,20.05,64.94,44.84,Hematite,Gypsum
S02226,SYN-019,13.5,14.5,0.89,-163.63,14.0,14.0,7.28,0.0,0.52,0.0,12.94,0.0,0.0,9.43,14.59,6.23,2.34,3.6,26.11,35.28,34.97,Hematite,Water_silica
S02227,SYN-019,14.5,16.0,1.4,-162.74,15.25,15.25,6.92,0.0,17.01,2.18,19.44,0.0,3.44,13.09,31.02,1.68,0.0,0.31,29.19,44.81,15.51,Hematite,Gypsum
S02228,SYN-019,16.0,17.5,2.02,-161.66,16.75,16.75,7.16,0.0,1.16,2.39,4.09,8.58,0.11,7.28,12.37,0.0,5.16,0.3,21.03,37.9,22.74,Hematite,Water_silica
S02229,SYN-019,17.5,19.5,2.74,-160.41,18.5,18.5,7.54,1.59,2.67,11.77,18.54,0.0,4.92,10.15,21.99,2.69,2.97,0.0,15.16,24.13,17.72,Hematite,Gypsum
S02230,SYN-019,19.5,21.0,3.46,-159.15,20.25,20.25,6.81,3.28,26.36,0.0,1.68,0.0,4.27,8.13,12.9,0.73,0.56,0.0,27.75,34.93,24.44,Hematite,Water_silica
S02231,SYN-019,21.0,22.5,4.08,-158.08,21.75,21.75,3.26,1.88,2.84,0.0,0.96,9.44,0.65,16.75,1.79,64.48,9.11,5.7,8.72,13.91,0.0,None,Pyrophyllite
S02232,SYN-019,22.5,23.5,4.6,-157.18,23.0,23.0,3.39,5.28,0.0,0.0,3.46,2.63,4.76,7.85,20.89,0.0,34.3,3.29,27.96,29.88,32.69,Goethite,Diaspore
S02233,SYN-019,23.5,24.5,5.01,-156.47,24.0,24.0,8.21,0.48,2.27,0.33,11.39,0.0,3.62,12.15,18.58,0.87,0.0,0.0,3.97,12.94,19.46,Goethite,Gypsum
S02234,SYN-019,24.5,25.5,5.42,-155.75,25.0,25.0,7.78,3.28,0.0,0.41,14.58,0.0,0.0,8.4,14.57,2.39,6.2,5.62,20.83,69.35,32.31,Hematite,Water_silica
S02235,SYN-019,25.5,27.0,5.93,-154.85,26.25,26.25,1.94,3.18,0.45,0.0,6.29,8.88,1.17,49.65,5.32,23.06,20.98,3.72,6.79,2.97,3.77,None,Alunite
S02236,SYN-019,27.0,28.5,6.55,-153.78,27.75,27.75,9.86,2.98,4.85,2.47,9.7,0.0,1.33,6.41,18.8,3.83,0.0,6.19,25.93,50.46,29.9,Hematite,Water_silica
S02237,SYN-019,28.5,30.0,7.17,-152.7,29.25,29.25,10.76,2.55,1.37,0.0,12.02,1.93,0.69,6.19,22.32,0.0,0.0,0.0,23.85,34.78,14.27,Hematite,Water_silica
S02238,SYN-019,30.0,31.0,7.68,-151.81,30.5,30.5,35.21,1.14,0.0,5.21,14.97,0.0,35.38,6.89,15.2,0.1,1.69,0.0,15.81,33.03,48.55,Goethite,Montmor
S02239,SYN-019,31.0,33.0,8.3,-150.73,32.0,32.0,2.69,0.2,0.0,5.19,44.26,2.81,1.17,5.51,44.86,0.95,8.4,2.96,14.12,34.02,41.21,Goethite,Gypsum
S02240,SYN-019,33.0,35.0,9.13,-149.3,34.0,34.0,1.19,1.63,18.44,2.52,5.82,8.97,5.44,38.15,1.09,81.72,22.47,11.04,7.33,0.0,0.09,None,Pyrophyllite
S02241,SYN-019,35.0,36.0,9.74,-148.22,35.5,35.5,3.16,0.0,0.0,5.07,0.69,8.81,0.48,40.97,0.0,66.16,29.97,3.96,15.1,16.35,3.86,Hematite,Pyrophyllite
S02242,SYN-019,36.0,37.0,10.16,-147.51,36.5,36.5,2.59,4.58,0.0,1.32,20.56,1.88,0.0,40.59,0.16,29.57,24.9,5.43,6.88,2.86,0.0,None,Alunite
S02243,SYN-019,37.0,38.0,10.57,-146.79,37.5,37.5,100.0,2.64,1.37,4.64,7.07,8.5,23.15,4.72,4.83,0.0,16.78,2.78,7.73,0.0,5.87,None,WhiteMica
S02244,SYN-019,38.0,40.0,11.19,-145.72,39.0,39.0,32.96,0.14,0.0,1.58,61.14,10.16,8.51,0.0,0.0,13.27,0.0,0.0,0.0,5.39,5.98,None,Kaolinite
S02245,SYN-019,40.0,41.0,11.8,-144.64,40.5,40.5,98.08,2.1,0.5,0.0,11.34,6.06,37.13,2.88,5.66,0.21,18.99,0.16,8.37,1.73,1.79,None,WhiteMica
S02246,SYN-019,41.0,42.5,12.32,-143.75,41.75,41.75,44.62,27.69,34.24,0.0,5.6,3.62,5.72,2.26,3.94,1.86,0.0,1.65,8.92,1.57,3.4,None,WhiteMica
S02247,SYN-019,42.5,44.0,12.94,-142.67,43.25,43.25,39.42,1.24,3.87,1.77,8.2,3.86,9.46,1.48,8.98,2.63,0.02,1.45,6.22,3.72,0.0,None,WhiteMica
S02248,SYN-019,44.0,46.0,13.66,-141.42,45.0,45.0,2.16,0.67,0.22,0.94,3.03,13.63,1.33,35.39,3.23,93.39,26.56,7.96,6.86,4.57,1.57,None,Pyrophyllite
S02249,SYN-019,46.0,47.5,14.38,-140.16,46.75,46.75,10.79,0.0,0.0,1.79,7.2,1.01,0.59,7.14,18.96,5.59,0.0,5.02,29.16,27.8,24.66,Hematite,Water_silica
S02250,SYN-019,47.5,49.0,15.0,-139.09,48.25,48.25,60.62,1.78,0.0,2.23,6.66,9.5,1.42,4.13,1.44,2.26,0.0,0.0,5.28,0.0,2.55,None,WhiteMica
S02251,SYN-019,49.0,51.0,15.72,-137.83,50.0,50.0,53.68,1.99,0.93,2.42,16.37,5.25,7.79,4.69,3.76,5.18,1.05,25.97,7.59,4.32,0.0,None,WhiteMica
S02252,SYN-019,51.0,52.0,16.34,-136.76,51.5,51.5,89.31,4.0,8.04,3.27,5.61,7.66,7.02,0.8,37.88,0.0,0.0,0.0,9.25,2.1,7.03,None,WhiteMica
S02253,SYN-019,52.0,54.0,16.95,-135.68,53.0,53.0,77.3,2.39,6.15,16.71,10.68,5.97,4.74,1.69,5.59,0.0,5.29,5.95,4.35,1.38,3.29,None,WhiteMica
S02254,SYN-019,54.0,55.0,17.57,-134.61,54.5,54.5,2.29,0.0,4.64,0.89,6.23,12.82,0.0,35.78,26.54,61.14,19.23,1.43,34.53,0.38,6.06,None,Pyrophyllite
S02255,SYN-019,55.0,56.5,18.09,-133.71,55.75,55.75,45.6,5.06,8.45,2.85,68.34,15.42,6.55,0.0,1.98,0.0,0.0,0.66,4.73,2.56,2.49,None,Kaolinite
S02256,SYN-019,56.5,58.5,18.81,-132.46,57.5,57.5,13.83,21.16,3.51,0.0,14.47,34.97,5.42,2.53,8.38,0.5,2.43,2.57,8.64,0.0,1.2,None,Dickite
S02257,SYN-019,58.5,60.0,19.53,-131.2,59.25,59.25,69.97,0.0,0.0,0.0,4.69,8.02,5.89,3.8,5.48,0.0,3.1,1.88,3.63,0.0,3.19,None,WhiteMica
S02258,SYN-019,60.0,61.5,20.15,-130.13,60.75,60.75,53.33,0.02,4.53,2.65,8.34,8.9,2.56,3.77,4.19,1.86,0.85,0.0,3.04,0.0,5.32,None,WhiteMica
S02259,SYN-019,61.5,63.0,20.76,-129.05,62.25,62.25,5.32,0.42,2.52,0.0,4.89,12.35,1.59,55.99,2.95,29.4,46.58,5.86,23.86,4.09,1.25,None,Alunite
S02260,SYN-019,63.0,64.5,21.38,-127.98,63.75,63.75,9.08,0.24,1.52,27.14,2.0,11.93,0.0,33.76,0.0,41.9,28.29,5.55,16.87,2.41,3.58,None,Pyrophyllite
S02261,SYN-019,64.5,66.0,22.0,-126.9,65.25,65.25,58.97,1.85,0.0,0.0,4.45,10.97,0.92,2.74,27.35,0.67,0.0,2.06,5.93,2.59,1.46,None,WhiteMica
S02262,SYN-019,66.0,67.5,22.62,-125.83,66.75,66.75,6.05,0.0,16.85,1.44,3.18,8.72,1.76,18.7,0.17,81.39,7.72,6.94,13.75,0.84,0.0,None,Pyrophyllite
S02263,SYN-019,67.5,69.0,23.23,-124.75,68.25,68.25,64.5,0.0,4.51,0.0,0.75,0.87,7.27,4.77,2.51,1.75,3.3,1.0,3.16,14.18,2.04,None,WhiteMica
S02264,SYN-019,69.0,70.5,23.85,-123.68,69.75,69.75,6.81,1.61,0.0,0.0,3.39,7.27,0.75,33.88,2.78,25.49,30.36,7.06,18.02,1.52,3.26,None,Alunite
S02265,SYN-019,70.5,72.0,24.47,-122.61,71.25,71.25,3.06,0.0,1.89,4.2,8.65,5.42,0.85,32.19,5.23,51.7,24.41,6.21,9.81,2.85,2.94,None,Pyrophyllite
S02266,SYN-019,72.0,73.5,25.09,-121.53,72.75,72.75,13.61,0.0,3.55,0.0,69.09,8.19,6.19,2.8,6.84,0.0,0.0,2.56,4.51,0.0,2.22,None,Kaolinite
S02267,SYN-019,73.5,75.0,25.71,-120.46,74.25,74.25,4.26,2.88,2.95,3.58,8.26,16.94,2.77,16.03,0.23,51.68,15.28,7.29,13.92,2.24,3.17,None,Pyrophyllite
S02268,SYN-019,75.0,76.0,26.22,-119.56,75.5,75.5,5.07,2.49,1.72,2.7,11.93,9.91,3.04,2.85,1.29,100.0,5.13,13.17,6.81,3.14,1.32,None,Pyrophyllite
S02269,SYN-019,76.0,78.0,26.84,-118.48,77.0,77.0,2.35,19.77,5.47,0.0,4.62,2.53,6.28,31.06,3.95,19.12,17.43,16.37,9.47,3.23,26.5,Goethite,Alunite
S02270,SYN-019,78.0,79.5,27.56,-117.23,78.75,78.75,2.94,0.67,0.0,1.19,4.53,9.87,2.94,45.58,1.53,20.15,12.86,9.73,3.61,7.01,1.81,None,Alunite
S02271,SYN-019,79.5,80.5,28.07,-116.33,80.0,80.0,6.14,0.0,1.65,3.43,6.36,0.62,0.59,45.72,2.79,67.15,5.18,6.75,5.24,2.66,4.98,None,Pyrophyllite
S02272,SYN-019,80.5,82.0,28.59,-115.44,81.25,81.25,6.73,0.0,0.0,28.91,5.04,11.12,0.0,36.07,0.0,39.35,13.37,4.67,26.93,4.18,0.0,None,Pyrophyllite
S02273,SYN-019,82.0,84.0,29.31,-114.18,83.0,83.0,4.17,6.68,1.73,1.71,4.43,10.64,2.07,54.61,1.21,89.51,25.31,5.26,6.62,4.38,3.14,None,Pyrophyllite
S02274,SYN-019,84.0,85.0,29.93,-113.11,84.5,84.5,1.01,2.86,4.87,3.44,6.15,7.56,4.85,34.51,17.16,43.52,17.92,7.06,10.77,0.15,4.15,None,Pyrophyllite
S02275,SYN-019,85.0,86.0,30.34,-112.39,85.5,85.5,89.29,3.56,0.0,1.56,23.62,0.0,1.89,2.66,3.77,1.65,0.93,0.63,0.26,30.45,6.04,Hematite,WhiteMica
S02276,SYN-019,86.0,87.0,30.75,-111.68,86.5,86.5,3.26,0.0,0.0,1.55,7.9,15.88,3.34,29.16,0.0,76.15,16.05,11.99,40.63,0.0,1.58,None,Pyrophyllite
S02277,SYN-019,87.0,88.0,31.16,-110.96,87.5,87.5,0.4,5.43,3.31,4.21,0.3,12.53,0.0,34.94,0.0,57.37,5.3,4.21,7.13,0.0,5.84,None,Pyrophyllite
S02278,SYN-019,88.0,90.0,31.78,-109.88,89.0,89.0,4.19,4.59,4.8,1.6,4.46,9.63,2.33,21.44,2.32,31.3,16.52,19.87,5.82,3.73,4.0,None,Pyrophyllite
S02279,SYN-019,90.0,92.0,32.61,-108.45,91.0,91.0,19.41,1.07,0.0,1.19,38.93,6.41,14.31,2.26,19.99,0.46,0.35,29.94,4.33,0.0,7.23,None,Kaolinite
S02280,SYN-019,92.0,93.0,33.22,-107.38,92.5,92.5,4.64,0.0,23.78,1.41,2.21,25.24,1.76,13.75,2.58,49.32,30.75,6.03,12.07,4.72,0.0,None,Pyrophyllite
S02281,SYN-019,93.0,94.5,33.74,-106.48,93.75,93.75,83.52,2.28,2.42,0.0,5.95,7.73,2.27,0.0,19.83,3.61,33.48,0.0,4.53,4.61,3.5,None,WhiteMica
S02282,SYN-019,94.5,95.5,34.25,-105.58,95.0,95.0,3.32,0.0,2.37,3.43,5.58,15.42,3.82,17.91,3.12,48.52,18.31,11.37,7.36,3.1,2.81,None,Pyrophyllite
S02283,SYN-019,95.5,97.0,34.77,-104.69,96.25,96.25,4.6,0.87,5.15,0.2,7.17,5.77,1.95,25.1,2.47,83.52,15.07,6.55,5.74,2.75,3.31,None,Pyrophyllite
S02284,SYN-019,97.0,99.0,35.49,-103.44,98.0,98.0,5.79,24.08,2.85,9.56,5.95,1.61,24.92,0.32,1.83,0.0,2.3,0.0,0.0,1.44,5.08,None,Montmor
S02285,SYN-019,99.0,100.5,36.21,-102.18,99.75,99.75,38.43,4.06,0.0,0.0,6.16,4.38,3.71,6.34,30.52,1.36,1.02,3.39,11.05,2.49,6.38,None,WhiteMica
S02286,SYN-019,100.5,101.5,36.72,-101.29,101.0,101.0,5.04,26.06,1.78,0.0,9.02,4.07,1.86,44.47,0.64,100.0,24.06,5.17,4.94,4.58,3.72,None,Pyrophyllite
S02287,SYN-019,101.5,103.0,37.24,-100.39,102.25,102.25,4.64,0.96,3.17,1.21,4.83,16.11,0.0,11.16,0.0,72.89,28.25,5.41,4.15,4.91,0.0,None,Pyrophyllite
S02288,SYN-019,103.0,105.0,37.96,-99.14,104.0,104.0,1.0,2.98,0.0,2.68,6.29,14.77,3.18,17.97,0.0,37.24,29.18,14.15,10.54,2.28,36.3,Goethite,Pyrophyllite
S02289,SYN-019,105.0,106.5,38.68,-97.88,105.75,105.75,3.37,0.0,2.69,3.51,1.46,8.11,0.0,43.6,3.96,62.99,20.79,7.72,7.77,0.0,10.79,None,Pyrophyllite
S02290,SYN-019,106.5,107.5,39.2,-96.99,107.0,107.0,5.02,1.93,2.49,3.53,3.68,4.36,1.42,26.86,0.0,26.74,4.7,11.82,18.65,1.31,0.51,None,Alunite
S02291,SYN-019,107.5,108.5,39.61,-96.27,108.0,108.0,10.34,22.82,8.75,5.72,8.15,36.21,29.84,1.7,1.48,4.39,4.57,2.79,0.03,2.67,3.35,None,Dickite
S02292,SYN-019,108.5,110.0,40.12,-95.37,109.25,109.25,7.95,4.12,0.0,1.03,6.56,5.91,0.0,29.13,27.1,71.4,26.04,9.14,6.09,4.02,4.72,None,Pyrophyllite
S02293,SYN-019,110.0,111.5,40.74,-94.3,110.75,110.75,5.65,23.64,15.67,4.17,10.71,0.0,21.18,2.8,1.07,0.0,1.58,0.0,0.0,3.1,5.39,None,Chlorite
S02294,SYN-019,111.5,113.5,41.46,-93.04,112.5,112.5,11.01,3.04,23.13,0.24,0.0,0.0,21.12,1.26,1.61,0.0,3.6,2.61,0.0,5.26,1.39,None,Carbonate
S02295,SYN-019,113.5,115.5,42.29,-91.61,114.5,114.5,23.89,31.33,17.11,0.0,13.36,2.72,14.67,3.58,2.46,2.08,0.68,5.7,3.12,0.32,6.51,None,Chlorite
S02296,SYN-019,115.5,117.5,43.11,-90.18,116.5,116.5,22.51,18.16,8.41,4.95,13.8,5.03,17.69,0.89,25.29,2.42,0.0,5.97,0.0,0.33,5.95,None,Gypsum
S02297,SYN-019,117.5,119.5,43.93,-88.74,118.5,118.5,16.99,13.39,10.47,4.16,10.2,7.53,24.92,0.0,0.0,1.01,3.21,0.0,2.88,4.52,3.99,None,Montmor
S02298,SYN-019,119.5,120.5,44.55,-87.67,120.0,120.0,13.33,27.64,13.65,2.91,9.35,2.4,21.99,14.87,0.0,3.63,0.9,0.63,25.75,0.0,0.61,None,Chlorite
S02299,SYN-019,120.5,122.0,45.07,-86.77,121.25,121.25,5.46,14.64,15.15,9.92,5.95,3.66,13.01,3.8,5.65,1.31,4.44,0.0,0.1,18.72,1.49,Hematite,Carbonate
S02300,SYN-019,122.0,123.5,45.68,-85.7,122.75,122.75,47.15,21.59,7.58,8.65,7.75,0.0,20.81,0.52,0.63,2.03,0.0,0.0,0.0,2.17,1.23,None,WhiteMica
S02301,SYN-019,123.5,125.0,46.3,-84.62,124.25,124.25,4.83,39.09,12.15,26.1,30.11,4.11,3.42,0.96,2.25,3.39,4.23,5.21,6.41,3.91,2.28,None,Chlorite
S02302,SYN-019,125.0,127.0,47.02,-83.37,126.0,126.0,7.15,55.63,29.65,9.3,2.38,1.89,22.84,0.0,0.86,3.24,2.79,3.12,0.0,2.57,6.33,None,Chlorite
S02303,SYN-019,127.0,128.5,47.74,-82.12,127.75,127.75,24.54,40.22,14.47,1.06,21.82,0.0,7.27,0.0,0.41,0.0,19.92,3.23,1.86,0.0,3.61,None,Chlorite
S02304,SYN-019,128.5,130.5,48.46,-80.86,129.5,129.5,11.11,31.18,2.43,6.42,10.57,3.67,12.73,0.0,2.93,0.0,0.83,5.73,4.12,1.66,4.43,None,Chlorite
S02305,SYN-019,130.5,132.0,49.19,-79.61,131.25,131.25,10.51,40.65,13.92,35.2,13.02,0.0,50.11,0.97,1.23,0.0,2.48,1.14,0.0,0.16,3.27,None,Montmor
S02306,SYN-019,132.0,133.5,49.8,-78.53,132.75,132.75,24.94,30.65,3.97,6.99,3.95,13.48,23.64,0.0,0.0,0.0,0.0,5.11,1.91,5.0,6.69,None,Chlorite
S02307,SYN-019,133.5,135.0,50.42,-77.46,134.25,134.25,11.38,28.74,12.01,3.84,25.84,4.78,9.27,1.12,6.26,16.59,0.86,0.0,2.45,0.0,0.0,None,Chlorite
S02308,SYN-019,135.0,136.0,50.94,-76.56,135.5,135.5,28.81,25.66,15.08,22.32,7.35,2.98,13.83,4.33,0.0,5.87,3.64,0.0,0.0,3.44,0.0,None,WhiteMica
S02309,SYN-019,136.0,137.0,51.35,-75.84,136.5,136.5,15.21,20.16,13.99,8.6,5.65,2.97,14.02,0.9,0.0,0.43,1.99,0.23,2.28,2.05,2.75,None,Chlorite
S02310,SYN-019,137.0,138.5,51.86,-74.95,137.75,137.75,13.22,27.07,2.62,8.21,11.67,1.08,13.42,0.0,0.79,1.18,2.04,0.0,3.44,2.67,2.81,None,Chlorite
S02311,SYN-019,138.5,139.5,52.38,-74.05,139.0,139.0,16.32,16.52,7.99,10.08,7.18,0.18,6.34,3.37,0.0,0.0,14.0,2.27,1.66,18.71,2.74,Hematite,Chlorite
S02312,SYN-019,139.5,141.5,53.0,-72.98,140.5,140.5,13.22,11.41,13.23,5.41,13.97,6.59,17.15,3.98,0.0,28.35,0.66,3.92,2.58,1.49,1.12,None,Pyrophyllite
S02313,SYN-019,141.5,142.5,53.61,-71.9,142.0,142.0,24.11,18.71,13.1,20.67,28.35,4.28,5.96,4.11,1.49,0.56,20.65,20.3,0.55,13.13,0.0,None,Kaolinite
S02314,SYN-020,0.0,1.0,34.15,-99.05,0.5,0.5,3.32,2.2,0.0,0.77,2.33,27.08,0.0,26.6,1.36,98.55,14.82,10.07,24.82,6.35,2.58,None,Pyrophyllite
S02315,SYN-020,1.0,3.0,34.9,-97.84,2.0,2.0,3.25,0.0,3.88,0.34,6.11,1.41,5.35,8.21,25.05,4.56,3.24,1.62,19.99,34.67,36.95,Goethite,Gypsum
S02316,SYN-020,3.0,4.0,35.65,-96.63,3.5,3.5,6.91,2.07,3.13,0.0,14.74,0.07,0.38,9.03,6.01,2.61,1.37,0.0,16.52,24.82,14.79,Hematite,Water_silica
S02317,SYN-020,4.0,6.0,36.41,-95.42,5.0,5.0,5.38,1.01,2.71,0.0,9.34,15.47,2.66,59.83,0.0,3.6,13.74,6.53,7.28,4.51,31.89,Goethite,Alunite
S02318,SYN-020,6.0,7.5,37.28,-94.01,6.75,6.75,5.31,1.06,1.05,1.99,12.04,0.51,0.0,4.45,21.67,2.52,2.2,0.23,16.86,55.26,47.09,Hematite,Gypsum
S02319,SYN-020,7.5,8.5,37.91,-93.01,8.0,8.0,6.2,0.0,14.46,1.82,7.41,15.83,1.19,50.96,2.03,53.17,10.11,7.48,16.19,4.33,3.43,None,Pyrophyllite
S02320,SYN-020,8.5,10.0,38.54,-92.0,9.25,9.25,4.84,0.16,1.93,2.43,12.65,0.0,0.2,6.49,23.68,0.41,4.06,1.48,17.99,6.82,35.33,Goethite,Gypsum
S02321,SYN-020,10.0,11.5,39.29,-90.8,10.75,10.75,8.06,2.86,0.98,0.7,7.02,18.46,3.88,6.66,11.36,3.13,0.0,0.0,16.78,45.82,36.58,Hematite,Dickite
S02322,SYN-020,11.5,13.5,40.17,-89.39,12.5,12.5,6.66,0.7,3.35,0.22,12.87,0.0,1.67,5.25,22.61,0.0,0.56,4.25,27.34,36.5,19.38,Hematite,Water_silica
S02323,SYN-020,13.5,15.5,41.17,-87.78,14.5,14.5,7.39,0.0,2.5,2.08,5.07,4.98,2.35,5.91,40.92,2.4,12.9,0.0,21.55,85.93,36.61,Hematite,Gypsum
